"gene_id"	"chromosome"	"geneStart"
"ENSG00000146166.12"	"chr6"	63985856
"ENSG00000146192.10"	"chr6"	36973422
"ENSG00000146197.7"	"chr6"	35182190
"ENSG00000146205.9"	"chr2"	242127924
"ENSG00000146215.9"	"chr6"	43267448
"ENSG00000146216.7"	"chr6"	43211418
"ENSG00000146221.8"	"chr6"	44246480
"ENSG00000146223.10"	"chr6"	42847356
"ENSG00000146232.10"	"chr6"	44225903
"ENSG00000146233.3"	"chr6"	46517541
"ENSG00000146242.5"	"chr6"	83072923
"ENSG00000146243.9"	"chr6"	79577189
"ENSG00000146247.13"	"chr6"	79645584
"ENSG00000146250.5"	"chr6"	84222194
"ENSG00000146263.7"	"chr6"	97590037
"ENSG00000146267.11"	"chr6"	99719045
"ENSG00000146276.7"	"chr6"	89887220
"ENSG00000146278.10"	"chr6"	89790470
"ENSG00000146281.5"	"chr6"	89855769
"ENSG00000146282.13"	"chr6"	88224096
"ENSG00000146285.9"	"chr6"	108025308
"ENSG00000146350.9"	"chr6"	121400640
"ENSG00000146352.8"	"chr6"	123317116
"ENSG00000146360.7"	"chr6"	110299514
"ENSG00000146373.12"	"chr6"	125283691
"ENSG00000146374.9"	"chr6"	127439749
"ENSG00000146376.6"	"chr6"	129897277
"ENSG00000146378.5"	"chr6"	132938161
"ENSG00000146383.7"	"chr6"	132891461
"ENSG00000146385.1"	"chr6"	132873832
"ENSG00000146386.7"	"chr6"	139349819
"ENSG00000146399.1"	"chr6"	132966123
"ENSG00000146409.6"	"chr6"	133090509
"ENSG00000146410.7"	"chr6"	136552162
"ENSG00000146411.5"	"chr6"	134309835
"ENSG00000146414.11"	"chr6"	146185381
"ENSG00000146416.12"	"chr6"	143381633
"ENSG00000146425.6"	"chr6"	159057506
"ENSG00000146426.13"	"chr6"	155153831
"ENSG00000146433.8"	"chr6"	158957468
"ENSG00000146453.8"	"chr6"	160221298
"ENSG00000146457.10"	"chr6"	160146617
"ENSG00000146463.7"	"chr1"	35734568
"ENSG00000146469.8"	"chr6"	153071933
"ENSG00000146476.6"	"chr6"	151773422
"ENSG00000146477.4"	"chr6"	160769300
"ENSG00000146521.5"	"chr6"	168185217
"ENSG00000146530.7"	"chr7"	12370511
"ENSG00000146535.9"	"chr7"	2767746
"ENSG00000146540.10"	"chr7"	1036622
"ENSG00000146555.14"	"chr7"	3341080
"ENSG00000146574.11"	"chr7"	6833765
"ENSG00000146576.8"	"chr7"	6629648
"ENSG00000146587.13"	"chr7"	5085452
"ENSG00000146592.12"	"chr7"	28338940
"ENSG00000146618.3"	"chr7"	19184405
"ENSG00000146648.11"	"chr7"	55086714
"ENSG00000146670.5"	"chr11"	64833772
"ENSG00000146674.10"	"chr7"	45951949
"ENSG00000146676.5"	"chr7"	44915896
"ENSG00000146678.5"	"chr7"	45927956
"ENSG00000146700.8"	"chr7"	76018651
"ENSG00000146701.7"	"chr7"	75677369
"ENSG00000146707.10"	"chr7"	76239303
"ENSG00000146729.5"	"chr7"	56019486
"ENSG00000146731.6"	"chr7"	56119323
"ENSG00000146733.9"	"chr7"	56078744
"ENSG00000146755.6"	"chr7"	72726535
"ENSG00000146757.9"	"chr7"	64838712
"ENSG00000146776.10"	"chr7"	105245514
"ENSG00000146802.8"	"chr7"	112402437
"ENSG00000146809.8"	"chr7"	123207064
"ENSG00000146826.10"	"chr7"	99752043
"ENSG00000146828.13"	"chr7"	100424442
"ENSG00000146830.9"	"chr7"	100277130
"ENSG00000146833.11"	"chr7"	99474581
"ENSG00000146834.9"	"chr7"	100026413
"ENSG00000146842.12"	"chr7"	129804555
"ENSG00000146856.10"	"chr7"	134671259
"ENSG00000146857.3"	"chr7"	134916731
"ENSG00000146858.7"	"chr7"	138710452
"ENSG00000146859.6"	"chr7"	134832824
"ENSG00000146872.13"	"chr17"	60536019
"ENSG00000146904.4"	"chr7"	143087382
"ENSG00000146909.3"	"chr7"	156742417
"ENSG00000146910.7"	"chr7"	155266901
"ENSG00000146918.15"	"chr7"	158424003
"ENSG00000146926.6"	"chr7"	150872785
"ENSG00000146938.10"	"chrX"	5758678
"ENSG00000146950.8"	"chrX"	9754496
"ENSG00000146955.6"	"chr7"	140103843
"ENSG00000146963.13"	"chr7"	139025105
"ENSG00000146966.8"	"chr7"	140218220
"ENSG00000147003.5"	"chrX"	15645441
"ENSG00000147010.13"	"chrX"	19552093
"ENSG00000147027.3"	"chrX"	34645181
"ENSG00000147036.7"	"chrX"	37430822
"ENSG00000147041.7"	"chrX"	37865835
"ENSG00000147044.16"	"chrX"	41374187
"ENSG00000147050.10"	"chrX"	44732757
"ENSG00000147059.7"	"chrX"	57160963
"ENSG00000147065.12"	"chrX"	64808257
"ENSG00000147081.10"	"chrX"	49955406
"ENSG00000147082.13"	"chrX"	49967364
"ENSG00000147099.15"	"chrX"	71549366
"ENSG00000147100.5"	"chrX"	73641085
"ENSG00000147113.12"	"chrX"	45007619
"ENSG00000147117.7"	"chrX"	47229982
"ENSG00000147118.6"	"chrX"	47834250
"ENSG00000147119.3"	"chrX"	46433219
"ENSG00000147121.11"	"chrX"	46306292
"ENSG00000147123.10"	"chrX"	47001615
"ENSG00000147124.8"	"chrX"	47305278
"ENSG00000147127.4"	"chrX"	69501943
"ENSG00000147130.10"	"chrX"	70459474
"ENSG00000147133.11"	"chrX"	70586114
"ENSG00000147138.1"	"chrX"	78426469
"ENSG00000147140.11"	"chrX"	70503042
"ENSG00000147144.8"	"chrX"	48911101
"ENSG00000147145.8"	"chrX"	78003206
"ENSG00000147155.6"	"chrX"	48379546
"ENSG00000147160.5"	"chrX"	69260392
"ENSG00000147162.9"	"chrX"	70752933
"ENSG00000147164.7"	"chrX"	70279094
"ENSG00000147166.6"	"chrX"	70521584
"ENSG00000147168.8"	"chrX"	70327254
"ENSG00000147174.7"	"chrX"	70798261
"ENSG00000147180.12"	"chrX"	84498997
"ENSG00000147183.5"	"chrX"	88002226
"ENSG00000147202.13"	"chrX"	95939662
"ENSG00000147206.12"	"chrX"	102330738
"ENSG00000147223.5"	"chrX"	106143293
"ENSG00000147224.6"	"chrX"	106871737
"ENSG00000147231.9"	"chrX"	105855160
"ENSG00000147234.6"	"chrX"	106765680
"ENSG00000147246.5"	"chrX"	113818551
"ENSG00000147251.11"	"chrX"	117629861
"ENSG00000147255.13"	"chrX"	130407480
"ENSG00000147256.6"	"chrX"	130192216
"ENSG00000147257.9"	"chrX"	132669773
"ENSG00000147262.2"	"chrX"	129518319
"ENSG00000147274.10"	"chrX"	135930163
"ENSG00000147316.8"	"chr8"	6264113
"ENSG00000147324.6"	"chr8"	8640864
"ENSG00000147378.7"	"chrX"	150884507
"ENSG00000147380.6"	"chrX"	153448107
"ENSG00000147381.7"	"chrX"	151080981
"ENSG00000147382.14"	"chrX"	152853377
"ENSG00000147383.6"	"chrX"	151999511
"ENSG00000147394.14"	"chrX"	152082986
"ENSG00000147400.8"	"chrX"	151995517
"ENSG00000147402.7"	"chrX"	151806637
"ENSG00000147403.12"	"chrX"	153618315
"ENSG00000147408.10"	"chr8"	19261672
"ENSG00000147416.6"	"chr8"	20054878
"ENSG00000147419.12"	"chr8"	27590835
"ENSG00000147421.13"	"chr8"	28747911
"ENSG00000147432.2"	"chr8"	42552519
"ENSG00000147434.4"	"chr8"	42607763
"ENSG00000147437.5"	"chr8"	25276776
"ENSG00000147439.7"	"chr8"	22477931
"ENSG00000147443.8"	"chr8"	21766384
"ENSG00000147454.9"	"chr8"	23386318
"ENSG00000147457.9"	"chr8"	23101150
"ENSG00000147459.13"	"chr8"	25042238
"ENSG00000147465.7"	"chr8"	38001167
"ENSG00000147471.7"	"chr8"	37620111
"ENSG00000147475.10"	"chr8"	37594117
"ENSG00000147481.9"	"chr8"	50822349
"ENSG00000147485.8"	"chr8"	52232138
"ENSG00000147488.7"	"chr8"	53023399
"ENSG00000147509.9"	"chr8"	54764368
"ENSG00000147526.15"	"chr8"	38585704
"ENSG00000147533.12"	"chr8"	41347915
"ENSG00000147535.12"	"chr8"	38120648
"ENSG00000147536.7"	"chr8"	41386725
"ENSG00000147548.12"	"chr8"	38127215
"ENSG00000147570.5"	"chr8"	66933795
"ENSG00000147571.3"	"chr8"	67088620
"ENSG00000147573.12"	"chr8"	67039131
"ENSG00000147576.11"	"chr8"	67342420
"ENSG00000147586.5"	"chr8"	80830952
"ENSG00000147588.6"	"chr8"	82352561
"ENSG00000147592.4"	"chr8"	71547553
"ENSG00000147596.3"	"chr8"	70963886
"ENSG00000147601.9"	"chr8"	73921099
"ENSG00000147604.9"	"chr8"	74202506
"ENSG00000147606.4"	"chr8"	92221722
"ENSG00000147613.3"	"chr8"	87060602
"ENSG00000147614.3"	"chr8"	86999552
"ENSG00000147642.12"	"chr8"	110586207
"ENSG00000147647.8"	"chr8"	105342552
"ENSG00000147649.5"	"chr8"	98656407
"ENSG00000147650.7"	"chr8"	105501459
"ENSG00000147654.10"	"chr8"	110551940
"ENSG00000147655.6"	"chr8"	108911544
"ENSG00000147669.6"	"chr8"	101162812
"ENSG00000147676.9"	"chr8"	120177273
"ENSG00000147677.6"	"chr8"	117654369
"ENSG00000147679.7"	"chr8"	117778742
"ENSG00000147684.3"	"chr8"	125551344
"ENSG00000147687.12"	"chr8"	125500726
"ENSG00000147689.12"	"chr8"	124191200
"ENSG00000147697.4"	"chr8"	130760442
"ENSG00000147724.7"	"chr8"	139142266
"ENSG00000147799.7"	"chr8"	145754563
"ENSG00000147804.5"	"chr8"	145635126
"ENSG00000147813.11"	"chr8"	144656955
"ENSG00000147852.11"	"chr9"	2621834
"ENSG00000147853.12"	"chr9"	4711155
"ENSG00000147854.12"	"chr9"	6413151
"ENSG00000147862.10"	"chr9"	14081842
"ENSG00000147869.4"	"chr9"	14719722
"ENSG00000147872.5"	"chr9"	19108373
"ENSG00000147873.4"	"chr9"	21304613
"ENSG00000147874.6"	"chr9"	19053141
"ENSG00000147883.9"	"chr9"	22002902
"ENSG00000147885.2"	"chr9"	21216372
"ENSG00000147889.12"	"chr9"	21967751
"ENSG00000147894.10"	"chr9"	27546544
"ENSG00000147896.3"	"chr9"	27524312
"ENSG00000147905.13"	"chr9"	37120536
"ENSG00000147912.8"	"chr9"	37510889
"ENSG00000147926.9"	"chr9"	40700291
"ENSG00000147955.12"	"chr9"	34634719
"ENSG00000148019.8"	"chr9"	80850978
"ENSG00000148053.11"	"chr9"	87283466
"ENSG00000148057.11"	"chr9"	86237964
"ENSG00000148082.5"	"chr9"	91628060
"ENSG00000148090.7"	"chr9"	93976097
"ENSG00000148110.11"	"chr9"	97136833
"ENSG00000148120.10"	"chr9"	97488983
"ENSG00000148123.10"	"chr9"	103790991
"ENSG00000148136.5"	"chr9"	107288534
"ENSG00000148143.8"	"chr9"	109625378
"ENSG00000148153.9"	"chr9"	115446206
"ENSG00000148154.5"	"chr9"	114659046
"ENSG00000148156.6"	"chr9"	111616871
"ENSG00000148158.12"	"chr9"	115513118
"ENSG00000148175.8"	"chr9"	124101355
"ENSG00000148180.12"	"chr9"	123970072
"ENSG00000148187.13"	"chr9"	125026882
"ENSG00000148200.12"	"chr9"	127279554
"ENSG00000148204.7"	"chr9"	126118449
"ENSG00000148215.3"	"chr9"	125551150
"ENSG00000148218.11"	"chr9"	116148597
"ENSG00000148219.12"	"chr9"	119187504
"ENSG00000148225.11"	"chr9"	116075502
"ENSG00000148229.8"	"chr9"	116169515
"ENSG00000148248.9"	"chr9"	136228325
"ENSG00000148288.7"	"chr9"	136028340
"ENSG00000148290.5"	"chr9"	136218610
"ENSG00000148291.5"	"chr9"	136223428
"ENSG00000148296.5"	"chr9"	136197552
"ENSG00000148297.11"	"chr9"	136205160
"ENSG00000148300.7"	"chr9"	136271186
"ENSG00000148303.12"	"chr9"	136215069
"ENSG00000148308.13"	"chr9"	135906076
"ENSG00000148331.7"	"chr9"	132399171
"ENSG00000148334.10"	"chr9"	130882972
"ENSG00000148335.10"	"chr9"	132371163
"ENSG00000148337.15"	"chr9"	130928343
"ENSG00000148339.8"	"chr9"	130830480
"ENSG00000148341.13"	"chr9"	131769315
"ENSG00000148343.14"	"chr9"	131798900
"ENSG00000148344.10"	"chr9"	132500610
"ENSG00000148346.7"	"chr9"	130911350
"ENSG00000148356.9"	"chr9"	130213765
"ENSG00000148357.12"	"chr9"	133046882
"ENSG00000148358.15"	"chr9"	132815705
"ENSG00000148362.6"	"chr9"	139886870
"ENSG00000148377.5"	"chr10"	1064847
"ENSG00000148384.11"	"chr9"	139323071
"ENSG00000148386.5"	"chr9"	138555168
"ENSG00000148396.14"	"chr9"	139334549
"ENSG00000148399.7"	"chr9"	140449356
"ENSG00000148400.9"	"chr9"	139388896
"ENSG00000148408.8"	"chr9"	140772241
"ENSG00000148411.3"	"chr9"	138898383
"ENSG00000148426.8"	"chr10"	11865338
"ENSG00000148429.10"	"chr10"	11495945
"ENSG00000148444.11"	"chr10"	22604903
"ENSG00000148450.8"	"chr10"	23384435
"ENSG00000148459.11"	"chr10"	26986588
"ENSG00000148468.12"	"chr10"	15253642
"ENSG00000148481.9"	"chr10"	15820169
"ENSG00000148482.7"	"chr10"	18240768
"ENSG00000148483.7"	"chr10"	17794251
"ENSG00000148484.13"	"chr10"	16632610
"ENSG00000148488.11"	"chr10"	17360382
"ENSG00000148498.11"	"chr10"	34398488
"ENSG00000148513.13"	"chr10"	37414785
"ENSG00000148516.17"	"chr10"	31607424
"ENSG00000148541.8"	"chr10"	61005890
"ENSG00000148572.10"	"chr10"	64893050
"ENSG00000148584.10"	"chr10"	52559169
"ENSG00000148600.10"	"chr10"	85954410
"ENSG00000148602.5"	"chr10"	85991349
"ENSG00000148604.9"	"chr10"	86004809
"ENSG00000148606.8"	"chr10"	79734907
"ENSG00000148634.11"	"chr10"	69681665
"ENSG00000148655.10"	"chr10"	77360998
"ENSG00000148660.16"	"chr10"	75572259
"ENSG00000148671.9"	"chr10"	88727949
"ENSG00000148672.7"	"chr10"	88810243
"ENSG00000148677.6"	"chr10"	92671853
"ENSG00000148680.11"	"chr10"	92500578
"ENSG00000148688.9"	"chr10"	92631473
"ENSG00000148690.10"	"chr10"	95427640
"ENSG00000148700.9"	"chr10"	111756126
"ENSG00000148702.10"	"chr10"	115310596
"ENSG00000148704.8"	"chr10"	118888032
"ENSG00000148719.10"	"chr10"	74092588
"ENSG00000148730.6"	"chr10"	72164135
"ENSG00000148734.7"	"chr10"	72007085
"ENSG00000148735.10"	"chr10"	115511213
"ENSG00000148737.11"	"chr10"	114710009
"ENSG00000148773.8"	"chr10"	129894923
"ENSG00000148795.5"	"chr10"	104590288
"ENSG00000148798.5"	"chr10"	105036920
"ENSG00000148814.13"	"chr10"	134145614
"ENSG00000148826.6"	"chr10"	134598297
"ENSG00000148834.8"	"chr10"	105995114
"ENSG00000148835.9"	"chr10"	105127724
"ENSG00000148840.6"	"chr10"	103892787
"ENSG00000148841.11"	"chr10"	106071894
"ENSG00000148842.13"	"chr10"	104678050
"ENSG00000148843.9"	"chr10"	105156405
"ENSG00000148848.10"	"chr10"	127700950
"ENSG00000148908.10"	"chr10"	121259340
"ENSG00000148925.6"	"chr11"	13409548
"ENSG00000148926.5"	"chr11"	10326227
"ENSG00000148935.6"	"chr11"	22647188
"ENSG00000148942.10"	"chr11"	26688566
"ENSG00000148943.7"	"chr11"	27516123
"ENSG00000148948.3"	"chr11"	40135753
"ENSG00000148950.5"	"chr11"	31453948
"ENSG00000148965.4"	"chr11"	18252896
"ENSG00000148985.15"	"chr11"	3818954
"ENSG00000149016.11"	"chr11"	62342517
"ENSG00000149021.2"	"chr11"	62172575
"ENSG00000149043.12"	"chr11"	1848709
"ENSG00000149050.5"	"chr11"	7020549
"ENSG00000149054.10"	"chr11"	6947635
"ENSG00000149084.7"	"chr11"	43577986
"ENSG00000149089.8"	"chr11"	34874641
"ENSG00000149090.7"	"chr11"	35453370
"ENSG00000149091.11"	"chr11"	46354455
"ENSG00000149100.8"	"chr11"	32605344
"ENSG00000149115.9"	"chr11"	57067112
"ENSG00000149124.6"	"chr11"	58407899
"ENSG00000149131.11"	"chr11"	57364860
"ENSG00000149133.1"	"chr11"	55761157
"ENSG00000149136.3"	"chr11"	57093459
"ENSG00000149150.4"	"chr11"	57252007
"ENSG00000149177.8"	"chr11"	48002113
"ENSG00000149179.9"	"chr11"	46958240
"ENSG00000149182.10"	"chr11"	47185848
"ENSG00000149187.13"	"chr11"	47487496
"ENSG00000149196.11"	"chr11"	86013253
"ENSG00000149201.5"	"chr11"	86085778
"ENSG00000149212.6"	"chr11"	94898704
"ENSG00000149218.4"	"chr11"	94822974
"ENSG00000149231.7"	"chr11"	96085933
"ENSG00000149243.11"	"chr11"	75133438
"ENSG00000149256.10"	"chr11"	78363876
"ENSG00000149257.9"	"chr11"	75273101
"ENSG00000149260.10"	"chr11"	76777979
"ENSG00000149262.12"	"chr11"	77589766
"ENSG00000149269.5"	"chr11"	77032752
"ENSG00000149273.10"	"chr11"	75110530
"ENSG00000149289.6"	"chr11"	109964087
"ENSG00000149292.12"	"chr11"	113185251
"ENSG00000149294.12"	"chr11"	112831997
"ENSG00000149295.9"	"chr11"	113280318
"ENSG00000149300.5"	"chr11"	111788756
"ENSG00000149305.2"	"chr11"	113775399
"ENSG00000149308.12"	"chr11"	108027942
"ENSG00000149311.13"	"chr11"	108093211
"ENSG00000149313.6"	"chr11"	105946228
"ENSG00000149328.10"	"chr11"	134201768
"ENSG00000149346.10"	"chr20"	10415951
"ENSG00000149357.5"	"chr11"	71796941
"ENSG00000149380.7"	"chr11"	73946846
"ENSG00000149403.7"	"chr11"	120382468
"ENSG00000149418.6"	"chr11"	130029457
"ENSG00000149428.14"	"chr11"	118914900
"ENSG00000149435.8"	"chr20"	23965690
"ENSG00000149443.4"	"chr20"	18790372
"ENSG00000149451.13"	"chr20"	3648612
"ENSG00000149452.11"	"chr11"	62756626
"ENSG00000149474.9"	"chr20"	18118762
"ENSG00000149476.10"	"chr11"	61100682
"ENSG00000149480.2"	"chr11"	62360686
"ENSG00000149483.7"	"chr11"	61129473
"ENSG00000149485.12"	"chr11"	61567099
"ENSG00000149488.11"	"chr20"	2517253
"ENSG00000149489.4"	"chr11"	62379194
"ENSG00000149499.7"	"chr11"	62369690
"ENSG00000149503.8"	"chr11"	61891445
"ENSG00000149506.6"	"chr11"	60635035
"ENSG00000149507.2"	"chr11"	59807748
"ENSG00000149516.9"	"chr11"	59824060
"ENSG00000149527.13"	"chr1"	2357419
"ENSG00000149531.10"	"chr20"	29611857
"ENSG00000149532.11"	"chr11"	61170121
"ENSG00000149534.4"	"chr11"	59855734
"ENSG00000149541.5"	"chr11"	62382768
"ENSG00000149547.10"	"chr11"	125439112
"ENSG00000149548.10"	"chr11"	124824017
"ENSG00000149554.8"	"chr11"	125495036
"ENSG00000149557.8"	"chr11"	125315646
"ENSG00000149564.7"	"chr11"	124622026
"ENSG00000149571.6"	"chr11"	126293254
"ENSG00000149573.4"	"chr11"	118124118
"ENSG00000149575.5"	"chr11"	118032666
"ENSG00000149577.11"	"chr11"	117049449
"ENSG00000149582.11"	"chr11"	118401756
"ENSG00000149591.12"	"chr11"	117070037
"ENSG00000149596.6"	"chr20"	42740335
"ENSG00000149599.11"	"chr20"	30435440
"ENSG00000149600.7"	"chr20"	31290493
"ENSG00000149609.5"	"chr20"	32250090
"ENSG00000149633.7"	"chr20"	36838890
"ENSG00000149634.4"	"chr20"	44515128
"ENSG00000149635.2"	"chr20"	45169585
"ENSG00000149636.11"	"chr20"	35380194
"ENSG00000149639.10"	"chr20"	35405845
"ENSG00000149646.8"	"chr20"	34556512
"ENSG00000149651.3"	"chr20"	44350990
"ENSG00000149654.5"	"chr20"	44802372
"ENSG00000149657.15"	"chr20"	60697517
"ENSG00000149658.13"	"chr20"	61826781
"ENSG00000149679.7"	"chr20"	60963688
"ENSG00000149716.8"	"chr11"	69467844
"ENSG00000149735.2"	"chr11"	64701943
"ENSG00000149742.5"	"chr11"	63137261
"ENSG00000149743.9"	"chr11"	63991271
"ENSG00000149761.4"	"chr11"	63993413
"ENSG00000149781.8"	"chr11"	63974150
"ENSG00000149782.7"	"chr11"	64018995
"ENSG00000149792.4"	"chr11"	64889655
"ENSG00000149798.3"	"chr11"	65082289
"ENSG00000149806.6"	"chr11"	64888100
"ENSG00000149809.10"	"chr11"	64879317
"ENSG00000149823.3"	"chr11"	64856796
"ENSG00000149922.6"	"chr16"	30097114
"ENSG00000149923.9"	"chr16"	30087299
"ENSG00000149925.12"	"chr16"	30064411
"ENSG00000149926.9"	"chr16"	30035748
"ENSG00000149927.13"	"chr16"	30016830
"ENSG00000149929.11"	"chr16"	30003645
"ENSG00000149930.13"	"chr16"	29984962
"ENSG00000149932.12"	"chr16"	29952206
"ENSG00000149948.9"	"chr12"	66217911
"ENSG00000149968.7"	"chr11"	102706532
"ENSG00000149970.10"	"chrX"	21392536
"ENSG00000149972.6"	"chr11"	98891683
"ENSG00000150045.7"	"chr12"	9980077
"ENSG00000150048.6"	"chr12"	10222153
"ENSG00000150051.9"	"chr10"	27961804
"ENSG00000150054.14"	"chr10"	28339922
"ENSG00000150076.18"	"chr10"	32832297
"ENSG00000150093.14"	"chr10"	33189247
"ENSG00000150165.13"	"chr10"	47157983
"ENSG00000150201.10"	"chr10"	43867090
"ENSG00000150244.8"	"chr11"	55029658
"ENSG00000150261.2"	"chr11"	56113421
"ENSG00000150269.1"	"chr11"	56229945
"ENSG00000150275.13"	"chr10"	55562531
"ENSG00000150281.6"	"chr16"	30907928
"ENSG00000150316.7"	"chr11"	94695787
"ENSG00000150337.9"	"chr1"	149754227
"ENSG00000150347.10"	"chr10"	63661059
"ENSG00000150361.7"	"chr13"	70274726
"ENSG00000150394.9"	"chr16"	61681146
"ENSG00000150401.10"	"chr13"	114110134
"ENSG00000150403.13"	"chr13"	114145310
"ENSG00000150433.5"	"chr11"	124966398
"ENSG00000150455.9"	"chr11"	126152960
"ENSG00000150456.6"	"chr13"	21302870
"ENSG00000150457.7"	"chr13"	21547171
"ENSG00000150459.8"	"chr13"	21714653
"ENSG00000150471.11"	"chr4"	62066976
"ENSG00000150477.10"	"chr18"	34409069
"ENSG00000150510.11"	"chr13"	51796503
"ENSG00000150526.7"	"chr14"	39699435
"ENSG00000150527.12"	"chr14"	39734488
"ENSG00000150540.9"	"chr2"	138721590
"ENSG00000150551.10"	"chr2"	133402426
"ENSG00000150556.12"	"chr2"	149894621
"ENSG00000150593.11"	"chr10"	112631565
"ENSG00000150594.5"	"chr10"	112836790
"ENSG00000150625.12"	"chr4"	176554085
"ENSG00000150627.11"	"chr4"	176986985
"ENSG00000150628.2"	"chr4"	177105789
"ENSG00000150630.2"	"chr4"	177604689
"ENSG00000150636.11"	"chr18"	66382446
"ENSG00000150637.4"	"chr18"	67498394
"ENSG00000150656.10"	"chr18"	72201675
"ENSG00000150667.6"	"chr15"	39892232
"ENSG00000150672.12"	"chr11"	83166055
"ENSG00000150676.8"	"chr11"	85566144
"ENSG00000150681.5"	"chr1"	192127587
"ENSG00000150687.7"	"chr11"	86502101
"ENSG00000150712.6"	"chr5"	32227100
"ENSG00000150722.6"	"chr2"	182818968
"ENSG00000150750.6"	"chr11"	111126707
"ENSG00000150753.7"	"chr5"	10250033
"ENSG00000150756.9"	"chr5"	10226442
"ENSG00000150760.8"	"chr10"	128593978
"ENSG00000150764.9"	"chr11"	111797868
"ENSG00000150768.11"	"chr11"	111895538
"ENSG00000150773.6"	"chr11"	111934734
"ENSG00000150776.13"	"chr11"	111944810
"ENSG00000150779.7"	"chr11"	111955524
"ENSG00000150782.7"	"chr11"	112013974
"ENSG00000150783.5"	"chr11"	112038095
"ENSG00000150787.3"	"chr11"	112097088
"ENSG00000150867.9"	"chr10"	22823778
"ENSG00000150873.7"	"chr2"	11273179
"ENSG00000150893.9"	"chr13"	39261266
"ENSG00000150907.6"	"chr13"	41129804
"ENSG00000150938.5"	"chr2"	36583069
"ENSG00000150961.10"	"chr4"	119643978
"ENSG00000150967.13"	"chr12"	123405498
"ENSG00000150977.9"	"chr12"	123899936
"ENSG00000150990.3"	"chr12"	125431371
"ENSG00000150991.10"	"chr12"	125396150
"ENSG00000150995.13"	"chr3"	4535032
"ENSG00000151005.3"	"chr4"	164392257
"ENSG00000151006.7"	"chr16"	31094746
"ENSG00000151012.9"	"chr4"	139085251
"ENSG00000151014.4"	"chr4"	139936943
"ENSG00000151023.12"	"chr10"	25270908
"ENSG00000151025.9"	"chr10"	25463991
"ENSG00000151033.7"	"chr10"	30900718
"ENSG00000151062.10"	"chr12"	1901123
"ENSG00000151065.9"	"chr12"	2055220
"ENSG00000151067.16"	"chr12"	2079952
"ENSG00000151079.6"	"chr12"	4918342
"ENSG00000151090.13"	"chr3"	24158651
"ENSG00000151092.12"	"chr3"	25760435
"ENSG00000151093.3"	"chr3"	25824408
"ENSG00000151116.12"	"chr11"	18551156
"ENSG00000151117.4"	"chr11"	18714669
"ENSG00000151131.5"	"chr12"	105380088
"ENSG00000151135.5"	"chr12"	107349497
"ENSG00000151136.10"	"chr12"	107712190
"ENSG00000151148.9"	"chr12"	109915207
"ENSG00000151150.16"	"chr10"	61786056
"ENSG00000151151.5"	"chr10"	59951278
"ENSG00000151164.14"	"chr12"	110939460
"ENSG00000151176.3"	"chr12"	113796371
"ENSG00000151208.12"	"chr10"	79550549
"ENSG00000151224.8"	"chr10"	82031576
"ENSG00000151229.8"	"chr12"	40148823
"ENSG00000151233.6"	"chr12"	42475647
"ENSG00000151239.9"	"chr12"	44187526
"ENSG00000151247.8"	"chr4"	99792835
"ENSG00000151276.19"	"chr3"	65339200
"ENSG00000151287.12"	"chr13"	103418340
"ENSG00000151292.13"	"chr5"	122847793
"ENSG00000151304.5"	"chr5"	121297656
"ENSG00000151320.6"	"chr14"	32798479
"ENSG00000151322.14"	"chr14"	33404139
"ENSG00000151327.8"	"chr14"	35514113
"ENSG00000151332.14"	"chr14"	36767770
"ENSG00000151338.14"	"chr14"	37667118
"ENSG00000151348.9"	"chr11"	44117099
"ENSG00000151360.5"	"chr2"	3705785
"ENSG00000151364.11"	"chr11"	77726761
"ENSG00000151365.2"	"chr11"	77774907
"ENSG00000151366.8"	"chr11"	77779350
"ENSG00000151376.12"	"chr11"	86152150
"ENSG00000151379.3"	"chr2"	17997763
"ENSG00000151388.6"	"chr5"	33523640
"ENSG00000151413.12"	"chr14"	31959162
"ENSG00000151414.10"	"chr1"	198126093
"ENSG00000151418.7"	"chr1"	198492352
"ENSG00000151422.8"	"chr5"	108083523
"ENSG00000151445.11"	"chr14"	77893018
"ENSG00000151458.7"	"chr4"	125585207
"ENSG00000151461.15"	"chr10"	11962021
"ENSG00000151465.9"	"chr10"	12237964
"ENSG00000151466.7"	"chr4"	129786076
"ENSG00000151468.9"	"chr10"	12938627
"ENSG00000151470.8"	"chr4"	130014472
"ENSG00000151474.15"	"chr10"	13685706
"ENSG00000151475.4"	"chr4"	128651533
"ENSG00000151490.9"	"chr12"	15475331
"ENSG00000151491.8"	"chr12"	15773092
"ENSG00000151498.7"	"chr11"	134123389
"ENSG00000151500.10"	"chr11"	134118173
"ENSG00000151502.6"	"chr11"	134094539
"ENSG00000151503.8"	"chr11"	134020014
"ENSG00000151532.9"	"chr10"	114206756
"ENSG00000151552.7"	"chr4"	17461884
"ENSG00000151553.10"	"chr10"	116581503
"ENSG00000151572.12"	"chr12"	101111304
"ENSG00000151575.10"	"chr15"	56536207
"ENSG00000151576.6"	"chr3"	113724680
"ENSG00000151577.8"	"chr3"	113847499
"ENSG00000151611.9"	"chr4"	146539415
"ENSG00000151612.11"	"chr4"	146678779
"ENSG00000151615.3"	"chr4"	147560045
